asset_id	category	owner_id	display_name	deliverable	lod0_tri	lod1_tri	lod2_tri	bones_max	materials_max	source_texture	priority	status
MON_MVS_013_BUNDLE	MONSTER_VISUAL_3D	MVS_013	火鸦精	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_RANGED	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_014_BUNDLE	MONSTER_VISUAL_3D	MVS_014	倚海龙	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=ORDINARY_RANGED	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_015_BUNDLE	MONSTER_VISUAL_3D	MVS_015	碧水金睛兽	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=FLYING	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_016_BUNDLE	MONSTER_VISUAL_3D	MVS_016	晦月魔君	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=FLYING	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_017_BUNDLE	MONSTER_VISUAL_3D	MVS_017	混天大圣	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=FLYING	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_018_BUNDLE	MONSTER_VISUAL_3D	MVS_018	孔雀公主	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=FLYING	6000	3000	1000	35	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_019_BUNDLE	MONSTER_VISUAL_3D	MVS_019	特处士	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=LEADER_TANK	12000	6000	2000	50	1	2048x2048	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_020_BUNDLE	MONSTER_VISUAL_3D	MVS_020	熊山君	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=LEADER_TANK	12000	6000	2000	50	1	2048x2048	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_021_BUNDLE	MONSTER_VISUAL_3D	MVS_021	南山大王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=LEADER_DPS	12000	6000	2000	50	1	2048x2048	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_022_BUNDLE	MONSTER_VISUAL_3D	MVS_022	寅将军	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=LEADER_DPS	12000	6000	2000	50	1	2048x2048	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_023_BUNDLE	MONSTER_VISUAL_3D	MVS_023	金肥猪	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=PIG	8000	4000	1200	40	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_024_BUNDLE	MONSTER_VISUAL_3D	MVS_024	木肥猪	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=PIG	8000	4000	1200	40	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_025_BUNDLE	MONSTER_VISUAL_3D	MVS_025	水肥猪	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=PIG	8000	4000	1200	40	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_026_BUNDLE	MONSTER_VISUAL_3D	MVS_026	火肥猪	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=PIG	8000	4000	1200	40	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_027_BUNDLE	MONSTER_VISUAL_3D	MVS_027	土肥猪	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=PIG	8000	4000	1200	40	1	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_028_BUNDLE	MONSTER_VISUAL_3D	MVS_028	金龙王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=DRAGON	18000	9000	3000	70	2	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_029_BUNDLE	MONSTER_VISUAL_3D	MVS_029	木龙王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=DRAGON	18000	9000	3000	70	2	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_030_BUNDLE	MONSTER_VISUAL_3D	MVS_030	水龙王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=DRAGON	18000	9000	3000	70	2	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_031_BUNDLE	MONSTER_VISUAL_3D	MVS_031	火龙王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=DRAGON	18000	9000	3000	70	2	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_032_BUNDLE	MONSTER_VISUAL_3D	MVS_032	土龙王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=DRAGON	18000	9000	3000	70	2	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_033_BUNDLE	MONSTER_VISUAL_3D	MVS_033	白鹿魔王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=CORE_BOSS	26000	13000	4500	90	3	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_034_BUNDLE	MONSTER_VISUAL_3D	MVS_034	辟暑大王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=CORE_BOSS	26000	13000	4500	90	3	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_035_BUNDLE	MONSTER_VISUAL_3D	MVS_035	地涌夫人	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=CORE_BOSS	26000	13000	4500	90	3	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_036_BUNDLE	MONSTER_VISUAL_3D	MVS_036	辟尘大王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=CORE_BOSS	26000	13000	4500	90	3	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_037_BUNDLE	MONSTER_VISUAL_3D	MVS_037	辟寒大王	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=CORE_BOSS	26000	13000	4500	90	3	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_MVS_038_BUNDLE	MONSTER_VISUAL_3D	MVS_038	九灵元圣	FBX+LOD0-2+ANIM+COLLIDER; skeleton_family=CORE_BOSS	26000	13000	4500	90	3	1024x1024	P0	LOCKED_CONCEPT_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_METAL_DECOR	MONSTER_VISUAL_VFX	DRAGON_METAL	金龙王模型装饰件	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_METAL_GROUND_RUNE	MONSTER_VISUAL_VFX	DRAGON_METAL	金龙王脚底阵纹	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_WOOD_DECOR	MONSTER_VISUAL_VFX	DRAGON_WOOD	木龙王模型装饰件	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_WOOD_GROUND_RUNE	MONSTER_VISUAL_VFX	DRAGON_WOOD	木龙王脚底阵纹	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_WATER_DECOR	MONSTER_VISUAL_VFX	DRAGON_WATER	水龙王模型装饰件	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_WATER_GROUND_RUNE	MONSTER_VISUAL_VFX	DRAGON_WATER	水龙王脚底阵纹	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_FIRE_DECOR	MONSTER_VISUAL_VFX	DRAGON_FIRE	火龙王模型装饰件	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_FIRE_GROUND_RUNE	MONSTER_VISUAL_VFX	DRAGON_FIRE	火龙王脚底阵纹	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_EARTH_DECOR	MONSTER_VISUAL_VFX	DRAGON_EARTH	土龙王模型装饰件	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
MON_DRAGON_EARTH_GROUND_RUNE	MONSTER_VISUAL_VFX	DRAGON_EARTH	土龙王脚底阵纹	VFX_PREFAB+TEXTURE; attach=DRAGON_SKELETON	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	1	1024x1024	P0	NOT_PRODUCED_EXTERNAL_PRODUCTION_REQUIRED
